Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
397;16772;"Canadian Journal of Political Science";journal;"17449324, 00084239";0,447;Q2;36;54;127;3016;101;125;0,74;55,85;United Kingdom;Western Europe;"Cambridge University Press";"1968-2020";"Sociology and Political Science (Q2)"
398;11600154613;"Environmental Hazards";journal;"14642867, 17477891, 18780059";0,447;Q2;43;42;68;2316;99;64;1,37;55,14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983, 1999-2003, 2005, 2007, 2009-2020";"Development (Q2); Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2); Global and Planetary Change (Q3)"
399;21100873079;"Asian Journal of Comparative Politics";journal;"20578911, 2057892X";0,446;Q2;4;45;69;2403;61;62;0,63;53,40;United Kingdom;Western Europe;"SAGE Publications Ltd";"2016-2020";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
400;29840;"International Social Work";journal;"00208728, 14617234";0,445;Q2;40;139;307;6116;279;261;1,10;44,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1959-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Work (Q3)"
401;5700163963;"Politics, Philosophy and Economics";journal;"1470594X";0,445;Q2;27;24;63;966;59;60;0,88;40,25;United States;Northern America;"SAGE Publications Inc.";"2002-2020";"Philosophy (Q1); Economics and Econometrics (Q2); Sociology and Political Science (Q2)"
402;4100151541;"Research in the Sociology of Work";book series;"02772833";0,442;Q2;18;8;49;524;59;36;2,88;65,50;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2003-2007, 2009-2019";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
403;19900192720;"China Economic Journal";journal;"17538963, 17538971";0,439;Q2;14;22;67;529;95;61;0,69;24,05;United Kingdom;Western Europe;"Routledge";"2010-2020";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2)"
404;21100886532;"Economic and Political Studies";journal;"24704024, 20954816";0,438;Q2;5;21;81;566;65;75;0,74;26,95;United Kingdom;Western Europe;"Routledge";"2013-2020";"Economics and Econometrics (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
405;21100403126;"European Politics and Society";journal;"23745126, 23745118";0,438;Q2;21;53;118;2946;126;107;0,83;55,58;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
406;18500158100;"Forum: A Journal of Applied Research in Contemporary Politics";journal;"15408884";0,434;Q2;19;26;93;1144;41;85;0,40;44,00;Germany;Western Europe;"Walter de Gruyter GmbH";"2000, 2004-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
407;12100156092;"Journal of Political Science Education";journal;"15512177, 15512169";0,433;Q2;23;120;117;2926;145;98;1,22;24,38;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Education (Q2); Sociology and Political Science (Q2)"
408;21100778009;"Polis (Russian Federation)";journal;"10269487, 16840070";0,432;Q2;6;64;225;1768;124;224;0,61;27,63;Russian Federation;Eastern Europe;"Noncommercial Partnership Editorial Board Polis";"2014-2019";"Sociology and Political Science (Q2)"
409;24359;"Women's Studies International Forum";journal;"02775395";0,432;Q2;54;100;232;5780;302;228;1,16;57,80;United Kingdom;Western Europe;"Elsevier Ltd.";"1982-2020";"Law (Q1); Development (Q2); Education (Q2); Sociology and Political Science (Q2)"
410;5600155215;"Journal of Children and Poverty";journal;"10796126";0,431;Q2;10;11;29;413;43;27;1,47;37,55;United Kingdom;Western Europe;"Routledge";"2010-2020";"Demography (Q2); Education (Q2); Sociology and Political Science (Q2); Urban Studies (Q2)"
411;15016;"Social Work Research";journal;"15456838, 10705309";0,431;Q2;49;26;84;935;103;74;1,25;35,96;United Kingdom;Western Europe;"Oxford University Press";"1994-2002, 2004-2019";"Sociology and Political Science (Q2); Social Work (Q3)"
412;4700153002;"International Journal of Law, Policy and the Family";journal;"13609939";0,430;Q2;20;13;55;663;53;55;0,92;51,00;United States;Northern America;"Oxford University Press";"1996-1997, 2002, 2004-2019";"Law (Q2); Sociology and Political Science (Q2)"
413;21100448012;"Partecipazione e Conflitto";journal;"19727623, 20356609";0,429;Q2;11;20;124;1217;102;116;0,95;60,85;Italy;Western Europe;"University of Salento";"2015-2019";"Sociology and Political Science (Q2)"
414;21100442094;"Social Inclusion";journal;"21832803";0,428;Q2;12;101;227;4203;312;206;1,53;41,61;Portugal;Western Europe;"Cogitatio Press";"2013-2020";"Sociology and Political Science (Q2); Social Psychology (Q3)"
415;21100403130;"Journal of Logical and Algebraic Methods in Programming";journal;"23522208, 23522216";0,427;Q2;11;70;120;2701;159;108;1,55;38,59;Netherlands;Western Europe;"Elsevier BV";"2014-2020";"Cultural Studies (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Software (Q2); Computational Theory and Mathematics (Q3); Logic (Q3); Theoretical Computer Science (Q3)"
416;21100781903;"Mir Rossii";journal;"18110398, 1811038X";0,427;Q2;5;36;89;1364;47;89;0,55;37,89;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2019";"Demography (Q2); Development (Q2); Economics and Econometrics (Q2); Sociology and Political Science (Q2)"
417;15731;"Australian Journal of Political Science";journal;"10361146, 17429536";0,423;Q2;35;40;134;2095;127;122;1,04;52,38;United Kingdom;Western Europe;"Routledge";"1990-2020";"Sociology and Political Science (Q2)"
418;5700162015;"Public Integrity";journal;"15580989, 10999922";0,420;Q2;18;60;122;2531;118;92;1,20;42,18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2020";"Philosophy (Q1); Business and International Management (Q2); Law (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
419;21100258637;"Administratie si Management Public";journal;"15839583";0,419;Q2;12;21;52;820;182;52;4,08;39,05;Romania;Eastern Europe;"Academy of Economic Studies from Bucharest";"2013-2019";"Public Administration (Q2); Sociology and Political Science (Q2)"
420;16300154767;"Media, War and Conflict";journal;"17506352, 17506360";0,419;Q2;18;63;67;3752;86;64;1,20;59,56;United Kingdom;Western Europe;"SAGE Publications Ltd";"2007-2020";"Arts and Humanities (miscellaneous) (Q2); Communication (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
421;5600155017;"International Journal of Human Rights";journal;"13642987";0,418;Q2;18;124;223;1893;234;202;1,20;15,27;United Kingdom;Western Europe;"Routledge";"2009-2020";"Law (Q2); Sociology and Political Science (Q2)"
422;19900188083;"Island Studies Journal";journal;"17152593";0,416;Q2;17;21;114;1188;131;106;1,25;56,57;Canada;Northern America;"University of Prince Edward Island";"2010-2019";"Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
423;24150;"International Journal of Middle East Studies";journal;"14716380, 00207438";0,415;Q2;40;42;183;2221;99;151;0,65;52,88;United Kingdom;Western Europe;"Cambridge University Press";"1970-2020";"History (Q1); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
424;18032;"Sociologia";journal;"00491225, 13368613";0,413;Q2;12;30;78;1295;66;77;0,77;43,17;Slovakia;Eastern Europe;"Slovak Academy of Sciences - Social Biological Comm";"1998, 2002-2020";"Sociology and Political Science (Q2)"
425;16562;"Armed Forces and Society";journal;"15560848, 0095327X";0,411;Q2;38;68;115;3699;136;113;1,33;54,40;United States;Northern America;"SAGE Publications Inc.";"1974-2020";"Safety Research (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
426;5100154603;"Opiniao Publica";journal;"01046276, 18070191";0,410;Q2;16;25;75;1375;25;75;0,28;55,00;Brazil;Latin America;"Universidade Estadual de Campinas";"2006-2019";"Sociology and Political Science (Q2)"
427;21100371203;"Revista de Derecho Politico";journal;"21745625, 0211979X";0,410;Q2;4;34;135;1718;26;130;0,21;50,53;Spain;Western Europe;"Universidad Nacional de Educacion a Distancia (UNED)";"2014-2019";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
428;4700152740;"Journal of Child Custody";journal;"15379418";0,409;Q2;18;21;62;1097;69;53;0,90;52,24;United States;Northern America;"Routledge";"2004-2019";"Health (social science) (Q2); Law (Q2); Sociology and Political Science (Q2); Life-span and Life-course Studies (Q3)"
429;26079;"Journal of Palestine Studies";journal;"0377919X, 15338614";0,409;Q2;27;24;94;969;40;80;0,46;40,38;United States;Northern America;"University of California Press";"1971-2019";"Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
430;21100855843;"Public Policy and Administration";journal;"16482603, 20292872";0,409;Q2;8;36;133;1005;325;133;2,14;27,92;Lithuania;Eastern Europe;"Mykolas Riomeris University";"2011-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Public Administration (Q2); Sociology and Political Science (Q2)"
431;25158;"Global Governance";journal;"10752846, 19426720";0,408;Q2;52;34;104;1592;114;94;0,88;46,82;United States;Northern America;"Brill Academic Publishers";"1996-2019";"Environmental Science (miscellaneous) (Q2); Political Science and International Relations (Q2); Safety Research (Q2); Sociology and Political Science (Q2)"
432;17670;"Comparative Studies in Society and History";journal;"00104175, 14752999";0,407;Q2;48;38;123;2487;83;108;0,65;65,45;United Kingdom;Western Europe;"Cambridge University Press";"1958-2020";"History (Q1); Sociology and Political Science (Q2)"
433;13519;"Contemporary Southeast Asia";journal;"0129797X";0,405;Q2;12;22;85;738;72;70;0,82;33,55;Singapore;Asiatic Region;"ISEAS - Yusof Ishak Institute";"1980-1981, 1984-1985, 2006, 2012-2019";"History (Q1); Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
434;5700164350;"Social Theory and Health";journal;"14778211, 1477822X";0,404;Q2;30;50;77;3214;96;75;1,41;64,28;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2003-2020";"Sociology and Political Science (Q2); Health (social science) (Q3)"
435;19700168801;"Journal of Eurasian Studies";journal;"18793665";0,401;Q2;15;0;55;0;86;53;1,71;0,00;South Korea;Asiatic Region;"Hanyang University";"2010-2018";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)"
436;15726;"Kolner Zeitschrift fur Soziologie und Sozialpsychologie";journal;"00232653, 1861891X";0,401;Q2;32;50;114;3421;130;109;1,12;68,42;Germany;Western Europe;"Forschungsinstitut fur Soziologie";"1983, 1988-1989, 1992-1993, 1996-2019";"Sociology and Political Science (Q2); Social Psychology (Q3)"
437;21100780829;"Ekonomicheskaya Sotsiologiya";journal;"17263247";0,400;Q2;4;18;126;707;38;111;0,40;39,28;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2019";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)"
438;20600195073;"International Indigenous Policy Journal";journal;"19165781";0,399;Q2;14;15;74;930;116;73;1,52;62,00;United Kingdom;Western Europe;"Western University";"2010-2020";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q2)"
439;5700168544;"Adoption & Fostering";journal;"1740469X, 03085759";0,398;Q2;25;39;102;1194;63;77;0,94;30,62;United Kingdom;Western Europe;"SAGE Publications Inc.";"1996-2020";"Law (Q2); Sociology and Political Science (Q2); Health (social science) (Q3); Human Factors and Ergonomics (Q3); Social Psychology (Q3)"
440;5600153503;"Critical Review of International Social and Political Philosophy";journal;"13698230, 17438772";0,398;Q2;18;110;167;4102;126;129;1,03;37,29;United Kingdom;Western Europe;"Routledge";"2008, 2010-2020";"Philosophy (Q1); Sociology and Political Science (Q2)"
441;5700164130;"Latino Studies";journal;"14763443, 14763435";0,398;Q2;15;36;105;1120;72;90;0,79;31,11;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)"
442;5800154205;"International Journal of Comparative and Applied Criminal Justice";journal;"21576475, 01924036";0,394;Q2;10;35;64;2482;70;58;0,93;70,91;United States;Northern America;"Routledge";"1977-1995, 2014-2020";"Law (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)"
443;5700162125;"Action Research";journal;"14767503";0,392;Q2;34;45;99;1645;116;73;1,21;36,56;United Kingdom;Western Europe;"SAGE Publications Ltd";"2003-2020";"Sociology and Political Science (Q2); Strategy and Management (Q2); Organizational Behavior and Human Resource Management (Q3)"
444;13435;"Communist and Post-Communist Studies";journal;"0967067X";0,392;Q2;40;33;92;2015;96;90;0,84;61,06;United Kingdom;Western Europe;"University of California Press";"1993-2019";"Development (Q2); Sociology and Political Science (Q2)"
445;18090;"Sociological Methodology";journal;"14679531, 00811750";0,391;Q2;52;18;45;683;46;18;3,71;37,94;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-1990, 1993, 1996-2020";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
446;4700152718;"Adoption Quarterly";journal;"10926755";0,388;Q2;30;18;50;738;43;49;0,48;41,00;United States;Northern America;"Routledge";"1997-2020";"Demography (Q2); Law (Q2); Sociology and Political Science (Q2)"
447;5600152813;"Business and Society Review";journal;"00453609, 14678594";0,387;Q2;19;26;68;1588;78;67;1,09;61,08;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2020";"Business and International Management (Q2); Industrial Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
448;21100842666;"Caucasus Survey";journal;"23761199, 23761202";0,386;Q2;7;13;46;688;22;42;0,46;52,92;United States;Northern America;"Routledge";"2013-2020";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Demography (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
449;21100818507;"Monitoring Obshchestvennogo Mneniya: Ekonomichekie i Sotsial'nye Peremeny";journal;"22195467";0,386;Q2;5;125;295;3409;124;286;0,42;27,27;Russian Federation;Eastern Europe;"Russian Public Opinion Research Center, VCIOM";"2016-2019";"Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2)"
450;17018;"New Perspectives on Turkey";journal;"08966346, 13053299";0,384;Q2;16;18;51;691;52;38;1,15;38,39;United Kingdom;Western Europe;"Cambridge University Press";"1993, 1995, 1999-2002, 2008-2019";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2); Economics and Econometrics (Q3)"
451;24262;"Revue Francaise de Science Politique";journal;"00352950, 19506686";0,381;Q2;24;23;98;1613;56;96;0,56;70,13;France;Western Europe;"Presses de Sciences Po";"1989, 1992, 2001-2020";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
452;26437;"Social Science Journal";journal;"03623319";0,380;Q2;34;128;163;7794;261;147;1,19;60,89;United States;Northern America;"Elsevier Inc.";"1978, 1980, 1982-2020";"Sociology and Political Science (Q2); Social Psychology (Q3)"
453;1000147118;"Journal of Academic Ethics";journal;"15701727";0,378;Q2;18;34;66;1802;101;65;1,27;53,00;Netherlands;Western Europe;"Springer Netherlands";"2005-2020";"Philosophy (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q2); Sociology and Political Science (Q2)"
454;21100782393;"Innovation and Development";journal;"2157930X, 21579318";0,377;Q2;7;18;44;793;42;43;1,00;44,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2019";"Cultural Studies (Q1); Development (Q2); Education (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
